"Station","Time [YYYY-MM-DD HH:MM:SS]","Air temperature [degC]","Air temperature Min [degC]","Air temperature Max [degC]","Air temperature FP-of-Data [%]"
46,2007-01-01 12:00:00,0.574635416667,-2.83,4.64,0.0
46,2007-01-02 12:00:00,0.403611111111,-1.87,3.72,0.0
46,2007-01-03 12:00:00,0.577274305556,-3.32,10.69,0.0
46,2007-01-04 12:00:00,1.11880208333,-1.4,4.54,0.0
46,2007-01-05 12:00:00,1.90817708333,-2.04,10.71,0.0
46,2007-01-06 12:00:00,3.59335069444,-0.65,13.1,0.0
46,2007-01-07 12:00:00,3.15758680556,-1.21,14.89,0.0
46,2007-01-08 12:00:00,1.5413493481,-2.18,10.59,0.0
46,2007-01-09 12:00:00,3.75490222801,-1.5803469233,10.877977623,0.346020761246
46,2007-01-10 12:00:00,4.77378472222,0.94,14.26,0.0
46,2007-01-11 12:00:00,6.34234375,1.12,16.67,0.0
46,2007-01-12 12:00:00,6.15734375,1.45,12.86,0.0
46,2007-01-13 12:00:00,4.55055555556,-0.7,17.95,0.0
46,2007-01-14 12:00:00,4.71041666667,-1.68,19.02,0.0
46,2007-01-15 12:00:00,2.07609375,-2.08,12.93,0.0
46,2007-01-16 12:00:00,0.207708333333,-3.9,9.06,0.0
46,2007-01-17 12:00:00,2.35161458333,-1.48,12.75,0.0
46,2007-01-18 12:00:00,5.08994791667,-2.0,10.94,0.0
46,2007-01-19 12:00:00,8.93085069444,5.01,12.97,0.0
46,2007-01-20 12:00:00,5.03638888889,2.37,7.88,0.0
46,2007-01-21 12:00:00,5.79791666667,-0.15,14.62,0.0
46,2007-01-22 12:00:00,3.99826388889,3.09,5.41,0.0
46,2007-01-23 12:00:00,1.55994791667,0.24,3.13,0.0
46,2007-01-24 12:00:00,0.398715277778,-1.65,2.63,0.0
46,2007-01-25 12:00:00,-1.36338541667,-3.39,3.65,0.0
46,2007-01-26 12:00:00,-3.36204861111,-7.25,0.55,0.0
46,2007-01-27 12:00:00,-1.61420138889,-7.62,5.25,0.0
46,2007-01-28 12:00:00,-0.42671875,-4.5,8.39,0.0
46,2007-01-29 12:00:00,4.06654513889,-3.32,10.56,0.0
46,2007-01-30 12:00:00,3.80088541667,-1.92,15.17,0.0
46,2007-01-31 12:00:00,1.41678819444,-3.12,10.25,0.0
46,2007-02-01 12:00:00,5.22901041667,-1.28,14.87,0.0
46,2007-02-02 12:00:00,2.64078125,-3.44,10.46,0.0
46,2007-02-03 12:00:00,4.02833333333,-1.03,12.46,0.0
46,2007-02-04 12:00:00,2.4975,-3.03,11.97,0.0
46,2007-02-05 12:00:00,2.25017361111,-4.49,13.95,0.0
46,2007-02-06 12:00:00,3.84927083333,-0.57,10.63,0.0
46,2007-02-07 12:00:00,4.18482638889,2.4,6.33,0.0
46,2007-02-08 12:00:00,7.10767361111,2.04,13.53,0.0
46,2007-02-09 12:00:00,6.35734375,0.42,13.26,0.0
46,2007-02-10 12:00:00,4.80737847222,-0.94,13.73,0.0
46,2007-02-11 12:00:00,3.47420138889,-0.68,9.48,0.0
46,2007-02-12 12:00:00,5.60767361111,-0.1,13.11,0.0
46,2007-02-13 12:00:00,6.82645833333,0.85,14.1,0.0
46,2007-02-14 12:00:00,5.59670138889,-0.79,14.35,0.0
46,2007-02-15 12:00:00,5.82170138889,0.84,13.68,0.0
46,2007-02-16 12:00:00,4.12572916667,-0.2,8.28,0.0
46,2007-02-17 12:00:00,2.04364583333,-1.92,8.4,0.0
46,2007-02-18 12:00:00,1.50836805556,-2.04,7.81,0.0
46,2007-02-19 12:00:00,1.17678819444,-2.58,8.87,0.0
46,2007-02-20 12:00:00,4.26454861111,-1.44,12.65,0.0
46,2007-02-21 12:00:00,3.34857638889,-1.78,9.88,0.0
46,2007-02-22 12:00:00,5.93133680556,2.83,11.76,0.0
46,2007-02-23 12:00:00,7.57161458333,3.92,13.19,0.0
46,2007-02-24 12:00:00,5.63362847222,3.25,8.21,0.0
46,2007-02-25 12:00:00,3.13333333333,1.62,5.1,0.0
46,2007-02-26 12:00:00,3.42864583333,0.44,6.73,0.0
46,2007-02-27 12:00:00,5.55407986111,1.08,11.89,0.0
46,2007-02-28 12:00:00,6.15588541667,1.88,11.93,0.0
46,2007-03-01 12:00:00,6.95217013889,1.11,15.47,0.0
46,2007-03-02 12:00:00,5.46078125,1.34,12.78,0.0
46,2007-03-03 12:00:00,4.34767361111,1.37,10.75,0.0
46,2007-03-04 12:00:00,7.84307291667,-0.05,15.32,0.0
46,2007-03-05 12:00:00,6.26888888889,-2.05,15.97,0.0
46,2007-03-06 12:00:00,10.6039126758,2.08,18.01,0.0
46,2007-03-07 12:00:00,10.1585423667,2.52768893657,17.2166791158,0.346020761246
46,2007-03-08 12:00:00,8.2265625,5.93,10.36,0.0
46,2007-03-09 12:00:00,7.17767361111,1.82,13.37,0.0
46,2007-03-10 12:00:00,6.55418402778,-0.3,14.69,0.0
46,2007-03-11 12:00:00,6.85203125,0.08,15.19,0.0
46,2007-03-12 12:00:00,6.94078125,-1.4,17.24,0.0
46,2007-03-13 12:00:00,9.19015625,1.09,19.49,0.0
46,2007-03-14 12:00:00,10.8523263889,1.67,21.76,0.0
46,2007-03-15 12:00:00,8.36303819444,2.1,16.79,0.0
46,2007-03-16 12:00:00,7.80555555556,0.0,17.69,0.0
46,2007-03-17 12:00:00,9.88131944444,0.74,19.33,0.0
46,2007-03-18 12:00:00,12.2985590278,1.79,20.45,0.0
46,2007-03-19 12:00:00,3.69802083333,0.15,12.66,0.0
46,2007-03-20 12:00:00,1.09326388889,-1.59,3.66,0.0
46,2007-03-21 12:00:00,1.87151041667,-2.6,6.7,0.0
46,2007-03-22 12:00:00,4.23241319444,-2.41,10.08,0.0
46,2007-03-23 12:00:00,5.93892361111,1.11,12.33,0.0
46,2007-03-24 12:00:00,4.32420138889,3.13,6.91,0.0
46,2007-03-25 12:00:00,7.08272569444,2.93,13.99,0.0
46,2007-03-26 12:00:00,7.55458333333,1.91,14.09,0.0
46,2007-03-27 12:00:00,7.56475694444,2.53,14.51,0.0
46,2007-03-28 12:00:00,7.17001736111,-0.26,14.85,0.0
46,2007-03-29 12:00:00,5.96765625,0.5,11.62,0.0
46,2007-03-30 12:00:00,6.10835069444,-0.5,12.58,0.0
46,2007-03-31 12:00:00,10.3727267592,6.27061328466,15.52,0.0
46,2007-04-01 12:00:00,10.6427471345,5.25021340679,16.572034891,0.346020761246
46,2007-04-02 12:00:00,10.8047916667,3.63,18.6,0.0
46,2007-04-03 12:00:00,9.97944444444,1.94,19.55,0.0
46,2007-04-04 12:00:00,8.27541666667,2.62,12.99,0.0
46,2007-04-05 12:00:00,6.73416666667,-1.42,15.61,0.0
46,2007-04-06 12:00:00,11.4096180556,0.86,21.78,0.0
46,2007-04-07 12:00:00,12.4145486111,4.51,20.47,0.0
46,2007-04-08 12:00:00,11.2378645833,4.69,18.24,0.0
46,2007-04-09 12:00:00,11.5889583333,2.35,20.96,0.0
46,2007-04-10 12:00:00,13.8444270833,4.4,23.62,0.0
46,2007-04-11 12:00:00,13.4135590278,5.38,21.77,0.0
46,2007-04-12 12:00:00,13.8893576389,5.41,22.94,0.0
46,2007-04-13 12:00:00,15.0996527778,6.37,24.59,0.0
46,2007-04-14 12:00:00,15.4645833333,6.01,24.71,0.0
46,2007-04-15 12:00:00,15.0345138889,6.14,24.82,0.0
46,2007-04-16 12:00:00,12.92703125,5.61,21.21,0.0
46,2007-04-17 12:00:00,13.4750173611,3.32,23.72,0.0
46,2007-04-18 12:00:00,12.4275173611,4.98,20.07,0.0
46,2007-04-19 12:00:00,10.0256770833,2.64,17.2,0.0
46,2007-04-20 12:00:00,13.519375,2.48,23.03,0.0
46,2007-04-21 12:00:00,11.2061631944,4.77,18.35,0.0
46,2007-04-22 12:00:00,11.9344270833,3.33,21.09,0.0
46,2007-04-23 12:00:00,14.7498741715,3.96,24.98,0.0
46,2007-04-24 12:00:00,13.8962073516,7.99,21.1525984604,0.346020761246
46,2007-04-25 12:00:00,14.4684375,7.45,23.11,0.0
46,2007-04-26 12:00:00,13.8086111111,5.5,22.27,0.0
46,2007-04-27 12:00:00,14.6096527778,5.91,23.61,0.0
46,2007-04-28 12:00:00,15.4144791667,5.38,25.3,0.0
46,2007-04-29 12:00:00,17.0620486111,7.31,26.66,0.0
46,2007-04-30 12:00:00,13.0727951389,4.5,19.7,0.0
46,2007-05-01 12:00:00,12.0280208333,4.22,18.71,0.0
46,2007-05-02 12:00:00,10.9637673611,5.23,17.39,0.0
46,2007-05-03 12:00:00,13.9411111111,3.56,21.54,0.0
46,2007-05-04 12:00:00,13.8353993056,11.14,18.18,0.0
46,2007-05-05 12:00:00,14.0463541667,10.98,21.01,0.0
46,2007-05-06 12:00:00,14.2897569444,10.56,21.47,0.0
46,2007-05-07 12:00:00,17.7810590278,9.94,25.74,0.0
46,2007-05-08 12:00:00,15.6521701389,10.77,25.8,0.0
46,2007-05-09 12:00:00,14.7769791667,11.81,19.39,0.0
46,2007-05-10 12:00:00,17.0502430556,13.21,22.71,0.0
46,2007-05-11 12:00:00,19.5284201389,11.13,28.28,0.0
46,2007-05-12 12:00:00,15.8145833333,12.52,21.43,0.0
46,2007-05-13 12:00:00,19.0933159722,11.03,25.78,0.0
46,2007-05-14 12:00:00,22.2572048611,12.61,30.64,0.0
46,2007-05-15 12:00:00,14.1160070808,7.610078534,20.34,0.0
46,2007-05-16 12:00:00,10.8004677527,6.40117532189,16.8344274123,0.346020761246
46,2007-05-17 12:00:00,11.9487326389,5.78,19.59,0.0
46,2007-05-18 12:00:00,12.9760243056,5.34,20.43,0.0
46,2007-05-19 12:00:00,13.9929861111,4.32,22.91,0.0
46,2007-05-20 12:00:00,17.1914236111,9.22,26.53,0.0
46,2007-05-21 12:00:00,19.7292013889,11.43,27.75,0.0
46,2007-05-22 12:00:00,21.6502256944,13.47,31.85,0.0
46,2007-05-23 12:00:00,18.8140451389,13.94,30.96,0.0
46,2007-05-24 12:00:00,21.3238020833,13.04,29.55,0.0
46,2007-05-25 12:00:00,22.7547395833,15.24,30.3,0.0
46,2007-05-26 12:00:00,22.5150173611,14.88,29.94,0.0
46,2007-05-27 12:00:00,20.3270659722,13.81,27.78,0.0
46,2007-05-28 12:00:00,16.9375347222,13.81,21.27,0.0
46,2007-05-29 12:00:00,14.6969791667,10.42,20.4,0.0
46,2007-05-30 12:00:00,11.6566840278,8.31,15.13,0.0
46,2007-05-31 12:00:00,15.2494444444,9.27,22.0,0.0
46,2007-06-01 12:00:00,16.9721875,8.19,25.0,0.0
46,2007-06-02 12:00:00,16.6704340278,11.89,22.77,0.0
46,2007-06-03 12:00:00,19.0497395833,11.63,26.63,0.0
46,2007-06-04 12:00:00,18.6576388889,15.34,25.65,0.0
46,2007-06-05 12:00:00,19.0494444444,14.92,25.45,0.0
46,2007-06-06 12:00:00,19.2206567096,14.81,24.96,0.0
46,2007-06-07 12:00:00,18.3772543985,13.6853350158,26.2602767839,0.346020761246
46,2007-06-08 12:00:00,19.0578125,12.29,27.98,0.0
46,2007-06-09 12:00:00,20.56203125,12.35,29.47,0.0
46,2007-06-10 12:00:00,21.5066493056,14.16,29.51,0.0
46,2007-06-11 12:00:00,22.0604861111,14.27,29.6,0.0
46,2007-06-12 12:00:00,20.5366319444,16.46,26.58,0.0
46,2007-06-13 12:00:00,22.0230208333,15.54,28.71,0.0
46,2007-06-14 12:00:00,22.2539756944,15.05,29.45,0.0
46,2007-06-15 12:00:00,23.1350520833,14.74,30.03,0.0
46,2007-06-16 12:00:00,21.6987152778,15.5,28.18,0.0
46,2007-06-17 12:00:00,21.4467013889,15.59,28.02,0.0
46,2007-06-18 12:00:00,23.1502430556,13.79,30.75,0.0
46,2007-06-19 12:00:00,22.7488715278,16.88,30.31,0.0
46,2007-06-20 12:00:00,24.6353645833,15.5,32.48,0.0
46,2007-06-21 12:00:00,24.9780902778,17.26,34.02,0.0
46,2007-06-22 12:00:00,23.06453125,15.84,31.01,0.0
46,2007-06-23 12:00:00,19.0119965278,15.16,24.62,0.0
46,2007-06-24 12:00:00,22.1046354167,15.63,28.68,0.0
46,2007-06-25 12:00:00,25.0552951389,15.0,32.63,0.0
46,2007-06-26 12:00:00,18.3813194444,14.14,24.04,0.0
46,2007-06-27 12:00:00,15.0724923846,12.27,18.64,0.0
46,2007-06-28 12:00:00,16.2833231961,12.015513182,21.2621666306,0.346020761246
46,2007-06-29 12:00:00,18.4740277778,11.82,25.32,0.0
46,2007-06-30 12:00:00,19.5091493056,14.08,25.64,0.0
46,2007-07-01 12:00:00,21.5875347222,12.14,29.58,0.0
46,2007-07-02 12:00:00,22.8976215278,14.12,31.25,0.0
46,2007-07-03 12:00:00,20.9951215278,12.9,27.31,0.0
46,2007-07-04 12:00:00,14.5949826389,11.01,19.4,0.0
46,2007-07-05 12:00:00,16.770625,10.85,23.88,0.0
46,2007-07-06 12:00:00,18.9920833333,12.54,24.1,0.0
46,2007-07-07 12:00:00,20.8810416667,11.74,29.3,0.0
46,2007-07-08 12:00:00,22.2134722222,17.09,28.4,0.0
46,2007-07-09 12:00:00,21.7570833333,12.21,30.0,0.0
46,2007-07-10 12:00:00,13.1898958333,9.28,19.17,0.0
46,2007-07-11 12:00:00,14.9929513889,7.99,21.52,0.0
46,2007-07-12 12:00:00,16.2308159722,8.78,23.63,0.0
46,2007-07-13 12:00:00,19.2507638889,11.4,26.46,0.0
46,2007-07-14 12:00:00,22.4489583333,12.62,30.36,0.0
46,2007-07-15 12:00:00,25.1946701389,15.77,33.08,0.0
46,2007-07-16 12:00:00,25.2463368056,16.21,33.96,0.0
46,2007-07-17 12:00:00,26.2808506944,15.19,36.37,0.0
46,2007-07-18 12:00:00,26.5865104167,16.83,35.66,0.0
46,2007-07-19 12:00:00,27.0142361111,19.35,34.38,0.0
46,2007-07-20 12:00:00,27.751463881,18.26,36.96,0.0
46,2007-07-21 12:00:00,26.1924427439,17.11231403,33.933174982,0.346020761246
46,2007-07-22 12:00:00,24.6421527778,16.04,34.0,0.0
46,2007-07-23 12:00:00,23.8525868056,14.06,31.56,0.0
46,2007-07-24 12:00:00,20.5799131944,13.3,28.67,0.0
46,2007-07-25 12:00:00,19.1833333333,11.91,27.08,0.0
46,2007-07-26 12:00:00,20.2853819444,11.3,28.67,0.0
46,2007-07-27 12:00:00,21.2230729167,12.64,32.59,0.0
46,2007-07-28 12:00:00,22.0125173611,17.24,31.2,0.0
46,2007-07-29 12:00:00,21.4095486111,17.23,26.44,0.0
46,2007-07-30 12:00:00,14.2253125,10.48,17.97,0.0
46,2007-07-31 12:00:00,15.4946006944,8.05,22.57,0.0
46,2007-08-01 12:00:00,16.45859375,8.74,24.12,0.0
46,2007-08-02 12:00:00,18.8125173611,9.28,27.5,0.0
46,2007-08-03 12:00:00,16.6021180556,13.22,19.97,0.0
46,2007-08-04 12:00:00,18.1652777778,12.47,26.15,0.0
46,2007-08-05 12:00:00,18.4665972222,9.59,26.89,0.0
46,2007-08-06 12:00:00,20.0588888889,11.11,29.08,0.0
46,2007-08-07 12:00:00,21.82890625,12.21,30.52,0.0
46,2007-08-08 12:00:00,21.3315625,15.46,28.92,0.0
46,2007-08-09 12:00:00,20.7166840278,15.6,29.21,0.0
46,2007-08-10 12:00:00,17.9307986111,15.25,21.52,0.0
46,2007-08-11 12:00:00,17.1688465517,14.97,20.5,0.0
46,2007-08-12 12:00:00,19.2286915481,14.0738745912,26.8461856102,0.346020761246
46,2007-08-13 12:00:00,20.3476909722,13.93,29.57,0.0
46,2007-08-14 12:00:00,20.8948611111,13.12,28.61,0.0
46,2007-08-15 12:00:00,22.4856770833,14.51,30.67,0.0
46,2007-08-16 12:00:00,24.6139583333,15.55,32.74,0.0
46,2007-08-17 12:00:00,21.4090972222,14.82,29.95,0.0
46,2007-08-18 12:00:00,19.083125,14.48,25.68,0.0
46,2007-08-19 12:00:00,19.2092708333,14.33,26.06,0.0
46,2007-08-20 12:00:00,17.0396701389,14.62,21.67,0.0
46,2007-08-21 12:00:00,19.5581076389,14.62,25.85,0.0
46,2007-08-22 12:00:00,20.8086284722,16.12,27.3,0.0
46,2007-08-23 12:00:00,21.3582118056,16.48,28.97,0.0
46,2007-08-24 12:00:00,21.6540972222,14.94,28.51,0.0
46,2007-08-25 12:00:00,22.2120486111,16.72,29.03,0.0
46,2007-08-26 12:00:00,21.9970833333,14.86,30.73,0.0
46,2007-08-27 12:00:00,21.8140451389,13.67,30.16,0.0
46,2007-08-28 12:00:00,19.6584548611,15.83,25.36,0.0
46,2007-08-29 12:00:00,15.6292881944,14.36,16.88,0.0
46,2007-08-30 12:00:00,13.4390277778,11.23,15.39,0.0
46,2007-08-31 12:00:00,14.8653298611,10.79,20.78,0.0
46,2007-09-01 12:00:00,15.7870759153,11.12,24.43,0.0
46,2007-09-02 12:00:00,16.3523245832,11.2775386703,21.3574274597,0.346020761246
46,2007-09-03 12:00:00,18.1100694444,13.54,24.85,0.0
46,2007-09-04 12:00:00,11.7741493056,7.34,14.87,0.0
46,2007-09-05 12:00:00,10.5085416667,5.13,15.71,0.0
46,2007-09-06 12:00:00,9.14154513889,7.86,10.54,0.0
46,2007-09-07 12:00:00,10.6469618056,8.44,12.19,0.0
46,2007-09-08 12:00:00,14.4235243056,9.93,21.02,0.0
46,2007-09-09 12:00:00,14.2276215278,7.23,21.91,0.0
46,2007-09-10 12:00:00,14.0190451389,6.17,21.22,0.0
46,2007-09-11 12:00:00,14.6015104167,10.95,20.8,0.0
46,2007-09-12 12:00:00,14.0563194444,9.58,21.34,0.0
46,2007-09-13 12:00:00,14.4454861111,8.59,22.05,0.0
46,2007-09-14 12:00:00,14.9891651325,7.31,23.46,0.0
46,2007-09-15 12:00:00,16.1989421612,10.14,25.6895140969,49.8269896194
46,2007-09-16 12:00:00,16.1530381944,9.66,24.16,0.0
46,2007-09-17 12:00:00,17.5234201389,9.99,25.77,0.0
46,2007-09-18 12:00:00,13.1480729167,8.93,19.16,0.0
46,2007-09-19 12:00:00,10.4017534722,5.06,18.42,0.0
46,2007-09-20 12:00:00,9.8790625,3.49,18.59,0.0
46,2007-09-21 12:00:00,10.5264409722,3.02,19.49,0.0
46,2007-09-22 12:00:00,11.6078645833,3.97,20.98,0.0
46,2007-09-23 12:00:00,12.6098090278,5.26,21.64,0.0
46,2007-09-24 12:00:00,12.9230785564,6.13,21.89,0.0
46,2007-09-25 12:00:00,14.184420299,6.86337398513,21.8852295403,0.346020761246
46,2007-09-26 12:00:00,13.5038020833,9.65,17.48,0.0
46,2007-09-27 12:00:00,12.6021354167,10.58,17.06,0.0
46,2007-09-28 12:00:00,12.3610069444,6.78,17.22,0.0
46,2007-09-29 12:00:00,12.0629340278,4.59,21.37,0.0
46,2007-09-30 12:00:00,13.0453819444,4.88,24.01,0.0
46,2007-10-01 12:00:00,13.3633680556,5.99,22.98,0.0
46,2007-10-02 12:00:00,13.6187326389,6.54,22.49,0.0
46,2007-10-03 12:00:00,15.50890625,9.84,24.05,0.0
46,2007-10-04 12:00:00,14.3419618056,11.76,18.34,0.0
46,2007-10-05 12:00:00,14.8260069444,11.65,19.14,0.0
46,2007-10-06 12:00:00,11.8172569444,7.52,14.02,0.0
46,2007-10-07 12:00:00,10.9761631944,4.73,18.71,0.0
46,2007-10-08 12:00:00,9.90616319444,3.82,19.12,0.0
46,2007-10-09 12:00:00,10.1898958333,4.2,18.83,0.0
46,2007-10-10 12:00:00,11.0199826389,5.9,16.31,0.0
46,2007-10-11 12:00:00,11.1427430556,5.35,18.69,0.0
46,2007-10-12 12:00:00,10.1543229167,3.65,17.88,0.0
46,2007-10-13 12:00:00,9.22076388889,1.94,15.94,0.0
46,2007-10-14 12:00:00,6.79336805556,0.7,14.84,0.0
46,2007-10-15 12:00:00,5.35399305556,-1.08,14.98,0.0
46,2007-10-16 12:00:00,7.50828125,-0.38,19.37,0.0
46,2007-10-17 12:00:00,8.25916846913,1.67,18.73,0.0
46,2007-10-18 12:00:00,7.21650247263,3.41967073701,10.9276420287,0.346020761246
46,2007-10-19 12:00:00,5.64800347222,-0.66,13.45,0.0
46,2007-10-20 12:00:00,2.22710069444,-2.47,4.66,0.0
46,2007-10-21 12:00:00,4.75024305556,0.38,8.72,0.0
46,2007-10-22 12:00:00,5.39206597222,4.14,7.55,0.0
46,2007-10-23 12:00:00,5.26451388889,3.45,8.07,0.0
46,2007-10-24 12:00:00,5.91335069444,3.98,6.8,0.0
46,2007-10-25 12:00:00,7.41293402778,4.59,9.72,0.0
46,2007-10-26 12:00:00,6.24973958333,5.65,6.94,0.0
46,2007-10-27 12:00:00,7.00166666667,5.55,8.26,0.0
46,2007-10-28 12:00:00,7.69647569444,7.21,8.14,0.0
46,2007-10-29 12:00:00,9.62177083333,7.12,14.84,0.0
46,2007-10-30 12:00:00,8.69814236111,7.44,10.81,0.0
46,2007-10-31 12:00:00,8.38991319444,2.0,15.13,0.0
46,2007-11-01 12:00:00,5.16359375,-0.37,14.47,0.0
46,2007-11-02 12:00:00,6.11451388889,-0.26,14.95,0.0
46,2007-11-03 12:00:00,8.63435763889,5.21,14.95,0.0
46,2007-11-04 12:00:00,7.47420138889,5.33,12.11,0.0
46,2007-11-05 12:00:00,4.710625,-1.03,12.65,0.0
46,2007-11-06 12:00:00,1.24817708333,-2.32,8.43,0.0
46,2007-11-07 12:00:00,4.59154513889,-0.4,10.01,0.0
46,2007-11-08 12:00:00,5.42880208333,-0.77,14.14,0.0
46,2007-11-09 12:00:00,3.99085069444,-0.87,8.56,0.0
46,2007-11-10 12:00:00,4.08637152778,-1.12,10.07,0.0
46,2007-11-11 12:00:00,4.33474622562,0.5,10.56,0.0
46,2007-11-12 12:00:00,3.53547761213,-2.2,9.95527218467,0.346020761246
46,2007-11-13 12:00:00,2.32684027778,-3.57,11.0,0.0
46,2007-11-14 12:00:00,2.25729166667,-0.39,4.64,0.0
46,2007-11-15 12:00:00,2.34345486111,-0.4,4.17,0.0
46,2007-11-16 12:00:00,1.31289930556,-1.19,5.42,0.0
46,2007-11-17 12:00:00,1.31864583333,-0.36,4.51,0.0
46,2007-11-18 12:00:00,0.525225694444,-0.19,1.05,0.0
46,2007-11-19 12:00:00,1.10430555556,0.33,2.74,0.0
46,2007-11-20 12:00:00,0.987482638889,0.1,2.29,0.0
46,2007-11-21 12:00:00,0.469114583333,-0.98,3.1,0.0
46,2007-11-22 12:00:00,6.04382448039,-1.27,14.98,0.0
46,2007-11-23 12:00:00,10.7457975521,2.66626495386,16.0466660264,1.73010380623
46,2007-11-24 12:00:00,8.37092013889,6.37,11.35,0.0
46,2007-11-25 12:00:00,5.68208333333,3.12,7.32,0.0
46,2007-11-26 12:00:00,4.0475,-1.5,9.2,0.0
46,2007-11-27 12:00:00,1.04894097222,-3.51,8.27,0.0
46,2007-11-28 12:00:00,-1.56085069444,-4.99,4.96,0.0
46,2007-11-29 12:00:00,-2.26541666667,-5.05,3.16,0.0
46,2007-11-30 12:00:00,-1.24407986111,-5.03,4.51,0.0
46,2007-12-01 12:00:00,1.73675347222,-1.85,10.27,0.0
46,2007-12-02 12:00:00,3.34550347222,-0.71,11.22,0.0
46,2007-12-03 12:00:00,6.11543402778,-0.67,10.9,0.0
46,2007-12-04 12:00:00,0.324947916667,-2.34,5.99,0.0
46,2007-12-05 12:00:00,1.71993055556,-2.48,6.94,0.0
46,2007-12-06 12:00:00,1.43935763889,-2.15,10.8,0.0
46,2007-12-07 12:00:00,1.69925347222,-1.07,4.12,0.0
46,2007-12-08 12:00:00,4.31059027778,0.9,10.32,0.0
46,2007-12-09 12:00:00,2.11934027778,-1.02,5.44,0.0
46,2007-12-10 12:00:00,2.77581597222,0.77,5.71,0.0
46,2007-12-11 12:00:00,2.57880208333,-0.71,8.09,0.0
46,2007-12-12 12:00:00,3.71413194444,2.65,4.81,0.0
46,2007-12-13 12:00:00,3.08444527942,-0.83,9.83,0.0
46,2007-12-14 12:00:00,-0.135740488574,-2.12856268433,2.28639250698,0.346020761246
46,2007-12-15 12:00:00,-1.26756944444,-3.55,0.72,0.0
46,2007-12-16 12:00:00,-0.888819444444,-1.79,1.48,0.0
46,2007-12-17 12:00:00,-2.19178819444,-3.53,-0.85,0.0
46,2007-12-18 12:00:00,-4.12385416667,-8.15,1.93,0.0
46,2007-12-19 12:00:00,-6.30355902778,-10.0,-3.88,0.0
46,2007-12-20 12:00:00,-5.43782986111,-6.15,-4.4,0.0
46,2007-12-21 12:00:00,-6.08338541667,-6.89,-4.81,0.0
46,2007-12-22 12:00:00,-6.59684027778,-7.18,-5.94,0.0
46,2007-12-23 12:00:00,-6.30633680556,-7.19,-5.44,0.0
46,2007-12-24 12:00:00,-4.83305555556,-6.81,-3.01,0.0
46,2007-12-25 12:00:00,-5.01046875,-6.99,-3.43,0.0
46,2007-12-26 12:00:00,-3.13722222222,-5.19,-1.49,0.0
46,2007-12-27 12:00:00,-3.29600694444,-3.73,-2.66,0.0
46,2007-12-28 12:00:00,-3.58201388889,-4.43,-2.47,0.0
46,2007-12-29 12:00:00,-4.52732638889,-5.32,-4.0,0.0
46,2007-12-30 12:00:00,-5.47965277778,-6.08,-4.94,0.0
46,2007-12-31 12:00:00,-4.32232638889,-6.06,0.34,0.0
46,2008-01-01 12:00:00,-3.47279513889,-8.77,3.19,0.0
46,2008-01-02 12:00:00,-2.34071180556,-4.22,0.45,0.0
46,2008-01-03 12:00:00,-3.340625,-6.99,-0.87,0.0
46,2008-01-04 12:00:00,-3.85631944444,-5.32,-2.83,0.0
46,2008-01-05 12:00:00,-4.37076388889,-5.58,-3.32,0.0
46,2008-01-06 12:00:00,-1.99206597222,-3.89,0.39,0.0
46,2008-01-07 12:00:00,-1.57829861111,-5.05,1.71,0.0
46,2008-01-08 12:00:00,-1.32682291667,-5.46,8.04,0.0
46,2008-01-09 12:00:00,-2.68963541667,-6.28,-0.47,0.0
46,2008-01-10 12:00:00,-1.62347222222,-2.93,2.35,0.0
46,2008-01-11 12:00:00,-2.20916666667,-3.08,-0.81,0.0
46,2008-01-12 12:00:00,2.02328125,-3.37,13.54,0.0
46,2008-01-13 12:00:00,2.52239021738,1.19,4.45,0.0
46,2008-01-14 12:00:00,2.44967307614,0.26017333759,5.92262502063,0.346020761246
46,2008-01-15 12:00:00,1.98776041667,-0.99,6.2,0.0
46,2008-01-16 12:00:00,6.80251736111,2.05,10.08,0.0
46,2008-01-17 12:00:00,3.89713541667,2.0,5.9,0.0
46,2008-01-18 12:00:00,4.92123263889,3.02,9.87,0.0
46,2008-01-19 12:00:00,4.49822916667,2.43,8.95,0.0
46,2008-01-20 12:00:00,7.73560763889,2.6,18.56,0.0
46,2008-01-21 12:00:00,4.12512152778,-0.21,13.92,0.0
46,2008-01-22 12:00:00,3.3421875,-0.41,9.2,0.0
46,2008-01-23 12:00:00,1.00496527778,-3.23,7.85,0.0
46,2008-01-24 12:00:00,-0.176284722222,-4.31,8.18,0.0
46,2008-01-25 12:00:00,0.603854166667,-3.26,9.62,0.0
46,2008-01-26 12:00:00,0.570219034667,-4.84,11.4,0.0
46,2008-01-27 12:00:00,6.89972876458,-1.50984931203,14.0412342131,0.346020761246
46,2008-01-28 12:00:00,5.5732317679,2.03,10.18,0.0
46,2008-01-29 12:00:00,4.00467218089,-1.31029932177,11.2298544858,0.346020761246
46,2008-01-30 12:00:00,1.19963541667,-2.82,7.03,0.0
46,2008-01-31 12:00:00,3.00359375,-0.83,9.33,0.0
46,2008-02-01 12:00:00,1.07618055556,-2.37,7.59,0.0
46,2008-02-02 12:00:00,5.63543402778,0.18,9.32,0.0
46,2008-02-03 12:00:00,2.56401041667,-0.08,6.49,0.0
46,2008-02-04 12:00:00,3.50024305556,-0.45,9.08,0.0
